# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Oct 26 03:59:46 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN cb_flag:        Circumbinary Flag
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
#
pl_name,hostname,pl_letter,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,ra,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2
Kepler-628 b,Kepler-628,b,1,1,0,0,Transit,2016,Kepler,0,15.45805670,0.00000295,-0.00000295,0,0.124100,,,0,8.400,1.630,-1.410,0,53.20000,,,0,0.493000,,,0,0.000000,,,0,871,,,0,89.800,,,0,,5721.00,47.04,-51.36,0,1.28,0.25,-0.21,0,1.00,0.05,-0.04,0,4.22,0.14,-0.13,0,8.710,1.300,-1.600,0,290.4492955,39.8548020,897.9010000,13.7010000,-13.3020000,13.1380000,0.0800000,-0.0800000,11.5990000,0.0210000,-0.0210000
Kepler-629 b,Kepler-629,b,1,1,0,0,Transit,2016,Kepler,0,7.23858540,0.00001180,-0.00001180,0,0.071200,,,0,1.380,0.060,-0.040,0,2.48000,,,0,5.190000,,,0,0.000000,,,0,816,,,0,89.530,,,0,,5444.00,71.98,-60.20,0,0.84,0.02,-0.02,0,0.93,0.03,-0.03,0,4.55,0.01,-0.01,0,1.910,1.130,-0.611,0,289.4179128,39.9450757,372.0500000,1.9540000,-1.9330000,13.4810000,0.1140000,-0.1140000,11.6460000,0.0200000,-0.0200000
Kepler-63 b,Kepler-63,b,1,1,0,0,Transit,2013,Kepler,0,9.43415050,0.00000100,-0.00000100,0,0.080000,0.002000,-0.002000,0,6.110,0.200,-0.200,0,120.00000,,,1,3.000000,,,1,0.450000,,,1,791,,,0,87.806,0.018,-0.019,0,,5576.00,50.00,-50.00,0,0.90,0.03,-0.02,0,0.98,0.04,-0.04,0,4.52,0.02,-0.02,0,0.210,0.045,-0.045,0,289.2262876,49.5482814,194.0330000,0.9590000,-0.9490000,12.0200000,0.0260000,-0.0260000,9.9970000,0.0220000,-0.0220000
Kepler-630 b,Kepler-630,b,1,1,0,0,Transit,2016,Kepler,0,161.47439370,0.00090110,-0.00090110,0,0.572900,,,0,3.180,0.340,-0.340,0,10.20000,,,0,1.740000,,,0,0.000000,,,0,343,,,0,89.480,,,0,,5829.00,97.42,-98.87,0,1.04,0.11,-0.08,0,1.02,0.04,-0.04,0,4.42,0.06,-0.09,0,4.470,2.390,-2.430,0,293.4270647,39.9423967,839.7840000,12.0185000,-12.0185000,14.0010000,0.0800000,-0.0800000,12.2930000,0.0220000,-0.0220000
Kepler-631 b,Kepler-631,b,1,1,0,0,Transit,2016,Kepler,0,17.97979059,0.00003770,-0.00003770,0,0.144700,,,0,2.900,0.320,-0.230,0,8.75000,,,0,1.970000,,,0,0.000000,,,0,828,,,0,89.840,,,0,,6185.00,85.62,-75.47,0,1.33,0.14,-0.10,0,1.24,0.05,-0.05,0,4.28,0.06,-0.08,0,2.510,0.830,-0.912,0,296.8857240,40.2281717,761.9660000,10.7895000,-10.7895000,13.5630000,0.1370000,-0.1370000,12.2080000,0.0260000,-0.0260000
Kepler-632 b,Kepler-632,b,1,1,0,0,Transit,2016,Kepler,0,30.99660733,0.00004756,-0.00004756,0,0.188500,,,0,2.210,0.330,-0.080,0,5.52000,,,0,2.810000,,,0,0.000000,,,0,500,,,0,89.140,,,0,,5322.00,89.61,-82.67,0,0.84,0.02,-0.02,0,0.91,0.03,-0.03,0,4.55,0.02,-0.02,0,3.020,2.240,-1.430,0,297.2526130,40.2886050,349.0000000,11.5620000,-10.7960000,13.4420000,0.1370000,-0.1370000,11.4790000,0.0200000,-0.0200000
Kepler-633 b,Kepler-633,b,1,2,0,0,Transit,2016,Kepler,0,8.50340718,0.00002680,-0.00002680,0,0.081500,,,0,1.630,0.310,-0.210,0,3.29000,,,0,4.170000,,,0,0.000000,,,0,1021,,,0,86.360,,,0,,5899.00,86.22,-91.57,0,1.15,0.21,-0.14,0,1.02,0.06,-0.06,0,4.32,0.12,-0.12,0,6.030,1.600,-2.340,0,295.2173259,40.5921599,680.5400000,,,13.8120000,0.0800000,-0.0800000,11.9780000,0.0260000,-0.0260000
Kepler-633 c,Kepler-633,c,1,2,0,0,Transit,2021,Kepler,0,23.78319931,,,0,0.161800,,,0,2.296,,,0,5.89000,,,0,2.670000,,,0,0.000000,,,0,725,,,0,89.980,,,0,,5877.00,105.00,-129.00,0,1.27,0.20,-0.24,0,1.00,0.09,-0.07,0,4.23,0.16,-0.11,0,3.520,0.800,-0.800,0,295.2173259,40.5921599,680.5400000,,,13.8120000,0.0800000,-0.0800000,11.9780000,0.0260000,-0.0260000
Kepler-634 b,Kepler-634,b,1,1,0,0,Transit,2016,Kepler,0,5.16950177,0.00001029,-0.00001029,0,0.057800,,,0,1.890,0.300,-0.250,0,4.23000,,,0,3.440000,,,0,0.000000,,,0,1309,,,0,88.440,,,0,,6075.00,86.22,-77.53,0,1.24,0.19,-0.16,0,1.03,0.09,-0.07,0,4.26,0.12,-0.10,0,5.370,1.600,-1.580,0,291.1950900,40.7027352,888.0270000,12.0220000,-12.0220000,13.6260000,0.0920000,-0.0920000,12.1600000,0.0210000,-0.0210000
Kepler-635 b,Kepler-635,b,1,1,0,0,Transit,2016,Kepler,0,23.44971004,0.00007672,-0.00007672,0,0.176400,,,0,2.640,0.360,-0.270,0,7.46000,,,0,2.230000,,,0,0.000000,,,0,802,,,0,89.460,,,0,,6174.00,70.40,-82.75,0,1.51,0.20,-0.15,0,1.33,0.06,-0.05,0,4.20,0.08,-0.09,0,2.340,0.450,-0.626,0,289.7732613,40.8007019,1141.0800000,23.9000000,-22.9400000,13.3600000,0.1370000,-0.1370000,11.9030000,0.0240000,-0.0240000
Kepler-636 b,Kepler-636,b,2,1,0,0,Transit,2016,Kepler,0,16.08066115,0.00000560,-0.00000560,0,0.118500,,,0,4.450,0.140,-0.130,0,18.10000,,,0,1.130000,,,0,0.000000,,,0,614,,,0,89.930,,,0,,5203.00,56.47,-72.86,0,0.80,0.02,-0.02,0,0.85,0.03,-0.04,0,4.56,0.02,-0.03,0,5.010,3.150,-2.600,0,293.5920614,41.0950891,310.3010000,,,13.9060000,0.1140000,-0.1140000,11.5840000,0.0210000,-0.0210000
Kepler-637 b,Kepler-637,b,1,1,0,0,Transit,2016,Kepler,0,23.20584623,0.00005368,-0.00005368,0,0.186700,,,0,4.750,0.510,-0.560,0,20.20000,,,0,1.040000,,,0,0.000000,,,0,1002,,,0,89.920,,,0,,6096.00,46.96,-44.44,0,2.56,0.27,-0.30,0,1.64,0.07,-0.10,0,3.84,0.08,-0.07,0,2.190,0.340,-0.250,0,292.4172566,41.4168384,786.0910000,9.6030000,-9.3780000,13.5000000,0.1030000,-0.1030000,12.1820000,0.0230000,-0.0230000
Kepler-638 b,Kepler-638,b,1,1,0,0,Transit,2016,Kepler,0,6.07972888,0.00001513,-0.00001513,0,0.063200,,,0,1.830,0.560,-0.310,0,4.01000,,,0,3.600000,,,0,0.000000,,,0,1111,,,0,85.430,,,0,,5382.00,50.10,-59.39,0,0.93,0.29,-0.09,0,0.88,0.04,-0.04,0,4.43,0.11,-0.20,0,11.750,2.400,-7.410,0,284.9194213,41.6172093,991.2140000,15.8560000,-15.3760000,13.6580000,0.0690000,-0.0690000,11.6830000,0.0200000,-0.0200000
Kepler-639 b,Kepler-639,b,1,1,0,0,Transit,2016,Kepler,0,10.21420496,0.00002131,-0.00002131,0,0.096600,,,0,2.380,0.550,-0.340,0,6.26000,,,0,2.550000,,,0,0.000000,,,0,957,,,0,89.930,,,0,,5896.00,76.96,-59.62,0,1.29,0.26,-0.18,0,1.14,0.09,-0.06,0,4.27,0.12,-0.13,0,4.370,1.160,-1.700,0,292.1868271,41.7269440,850.2420000,11.3180000,-11.0290000,13.3580000,0.0920000,-0.0920000,11.8900000,0.0220000,-0.0220000
Kepler-640 b,Kepler-640,b,1,1,0,0,Transit,2016,Kepler,0,22.24813967,0.00003515,-0.00003515,0,0.156600,,,0,2.560,0.080,-0.220,0,7.08000,,,0,2.320000,,,0,0.000000,,,0,609,,,0,87.790,,,0,,5653.00,72.44,-62.83,0,0.94,0.03,-0.03,0,1.01,0.03,-0.03,0,4.50,0.02,-0.02,0,2.090,1.450,-0.759,0,296.0322000,42.1317392,557.7870000,4.8095000,-4.8095000,13.8850000,0.1370000,-0.1370000,12.1130000,0.0160000,-0.0160000
Kepler-641 b,Kepler-641,b,1,1,0,0,Transit,2016,Kepler,0,9.48961571,0.00002398,-0.00002398,0,0.087900,,,0,1.850,0.310,-0.250,0,4.08000,,,0,3.540000,,,0,0.000000,,,0,926,,,0,86.440,,,0,,5713.00,81.57,-83.52,0,1.13,0.19,-0.14,0,1.02,0.05,-0.04,0,4.33,0.12,-0.12,0,7.080,2.400,-3.550,0,291.8235292,42.5161945,969.9180000,15.6765000,-15.6765000,13.8070000,0.0570000,-0.0570000,12.1860000,0.0230000,-0.0230000
Kepler-642 b,Kepler-642,b,1,1,0,0,Transit,2016,Kepler,0,4.41745855,0.00000660,-0.00000660,0,0.058900,,,0,2.900,1.300,-0.560,0,8.75000,,,0,1.970000,,,0,0.000000,,,0,1810,,,0,89.580,,,0,,6570.00,133.26,-201.09,0,1.66,0.74,-0.32,0,1.40,0.23,-0.16,0,4.14,0.15,-0.25,0,1.950,0.620,-0.454,0,293.8345542,42.6249480,781.5820000,8.5920000,-8.4110000,13.3350000,0.0690000,-0.0690000,12.0950000,0.0200000,-0.0200000
Kepler-643 b,Kepler-643,b,1,1,0,0,Transit,2016,Kepler,0,16.33889626,0.00001826,-0.00001826,0,0.126000,,,0,10.160,0.350,-0.270,0,321.00830,63.56600,-63.56600,0,1.680000,,,0,0.370000,0.060000,-0.060000,0,963,,,0,88.910,,,0,,4908.00,45.26,-47.77,0,2.52,0.08,-0.07,0,1.00,0.07,-0.04,0,3.64,0.01,-0.01,0,12.020,1.800,-2.300,0,290.3272423,42.8982283,1063.5800000,17.5250000,-17.5250000,13.9880000,0.1140000,-0.1140000,11.5830000,0.0110000,-0.0110000
Kepler-644 b,Kepler-644,b,1,1,0,0,Transit,2016,Kepler,0,3.17391710,0.00000423,-0.00000423,0,0.046600,,,0,3.150,1.160,-0.610,0,10.10000,,,0,1.780000,,,0,0.000000,,,0,1655,,,0,78.650,,,0,,6747.00,156.03,-238.58,0,1.81,0.67,-0.35,0,1.49,0.22,-0.17,0,4.09,0.14,-0.21,0,1.620,0.520,-0.320,0,295.4757022,43.4931119,1318.0500000,36.9850000,-36.9850000,14.0310000,0.0570000,-0.0570000,12.5740000,0.0230000,-0.0230000
Kepler-645 b,Kepler-645,b,1,1,0,0,Transit,2016,Kepler,0,3.27582262,0.00000477,-0.00000477,0,0.049000,,,0,2.100,0.630,-0.280,0,5.06000,,,0,3.000000,,,0,0.000000,,,0,1730,,,0,82.540,,,0,,6170.00,144.24,-162.10,0,1.21,0.36,-0.16,0,1.13,0.14,-0.09,0,4.33,0.10,-0.19,0,2.950,1.470,-1.220,0,290.3227098,44.0358625,1173.5700000,21.2350000,-21.2350000,13.9440000,0.1720000,-0.1720000,12.5890000,0.0210000,-0.0210000
Kepler-646 b,Kepler-646,b,1,1,0,0,Transit,2016,Kepler,0,15.87364565,0.00004300,-0.00004300,0,0.114900,,,0,1.990,0.370,-0.190,0,4.62000,,,0,3.220000,,,0,0.000000,,,0,632,,,0,89.300,,,0,,5634.00,117.96,-139.42,0,0.91,0.13,-0.08,0,0.93,0.06,-0.06,0,4.49,0.06,-0.12,0,4.570,4.740,-2.780,0,290.4714596,44.3870422,451.7940000,3.1815000,-3.1815000,14.0260000,0.1260000,-0.1260000,12.0890000,0.0160000,-0.0160000
Kepler-647 b,Kepler-647,b,1,2,0,0,Transit,2016,Kepler,0,16.22546490,0.00015560,-0.00015560,0,0.122200,,,0,1.170,0.140,-0.110,0,1.71000,,,0,5.870000,,,0,0.000000,,,0,788,,,0,89.160,,,0,,6020.00,81.21,-72.51,0,1.07,0.13,-0.09,0,1.03,0.06,-0.05,0,4.39,0.07,-0.10,0,4.270,1.840,-2.200,0,284.7882977,44.5916225,1087.8700000,19.5700000,-19.5700000,14.0670000,0.1260000,-0.1260000,12.6110000,0.0260000,-0.0260000
Kepler-647 c,Kepler-647,c,1,2,0,0,Transit,2020,Kepler,0,29.66630000,,,0,0.182700,,,0,4.001,,,0,15.10000,,,0,1.300000,,,0,0.000000,,,0,644,,,0,89.960,,,0,,5906.74,37.53,-37.53,0,1.55,,,0,1.07,,,0,4.09,,,0,2.750,0.690,-0.690,0,284.7882977,44.5916225,1087.8700000,19.5700000,-19.5700000,14.0670000,0.1260000,-0.1260000,12.6110000,0.0260000,-0.0260000
Kepler-648 b,Kepler-648,b,1,1,0,0,Transit,2016,Kepler,0,17.42117490,0.00002066,-0.00002066,0,0.134100,,,0,3.220,0.120,-0.240,0,10.50000,,,0,1.730000,,,0,0.000000,,,0,674,,,0,88.240,,,0,,5741.00,54.98,-51.62,0,0.98,0.03,-0.03,0,1.05,0.03,-0.03,0,4.48,0.02,-0.02,0,1.820,1.120,-0.581,0,283.8996207,45.0169137,636.0300000,7.8480000,-7.8480000,14.0270000,0.1950000,-0.1950000,12.4400000,0.0230000,-0.0230000
Kepler-649 b,Kepler-649,b,1,1,0,0,Transit,2016,Kepler,0,29.90722674,0.00005373,-0.00005373,0,0.180500,,,0,2.260,0.140,-0.120,0,5.73000,,,0,2.730000,,,0,0.000000,,,0,564,,,0,89.970,,,0,,5871.00,62.24,-54.67,0,0.94,0.06,-0.05,0,0.97,0.04,-0.05,0,4.48,0.03,-0.05,0,2.950,2.270,-1.370,0,285.6558336,45.0794516,513.7480000,4.5030000,-4.4270000,13.5560000,0.1140000,-0.1140000,12.0360000,0.0190000,-0.0190000
Kepler-65 b,Kepler-65,b,1,4,0,0,Transit,2012,Kepler,0,2.15491000,0.00000500,-0.00000500,0,0.035000,0.002000,-0.001000,0,1.420,0.030,-0.030,0,2.40000,2.40000,-1.60000,0,4.400000,4.500000,-3.000000,0,0.028000,0.031000,-0.020000,0,1740,,,0,92.200,1.300,-1.400,0,,6211.00,66.00,-66.00,0,1.41,0.03,-0.03,0,1.25,0.06,-0.06,0,4.23,0.01,-0.01,0,2.900,0.700,-0.700,0,288.6887221,41.1511076,303.7280000,2.7080000,-2.6610000,10.9220000,0.0080000,-0.0080000,9.8060000,0.0170000,-0.0170000
Kepler-65 c,Kepler-65,c,1,4,0,0,Transit,2012,Kepler,0,5.85994400,0.00000300,-0.00000300,0,0.068000,0.004000,-0.002000,0,2.580,0.060,-0.060,0,5.40000,1.70000,-1.70000,0,1.640000,0.530000,-0.510000,0,0.020000,0.022000,-0.013000,0,1246,,,0,92.330,0.290,-0.260,0,,6211.00,66.00,-66.00,0,1.41,0.03,-0.03,0,1.25,0.06,-0.06,0,4.23,0.01,-0.01,0,2.900,0.700,-0.700,0,288.6887221,41.1511076,303.7280000,2.7080000,-2.6610000,10.9220000,0.0080000,-0.0080000,9.8060000,0.0170000,-0.0170000
Kepler-65 d,Kepler-65,d,1,4,0,0,Transit,2012,Kepler,0,8.13123000,0.00002000,-0.00002000,0,0.084000,0.006000,-0.002000,0,1.520,0.040,-0.040,0,4.14000,0.79000,-0.80000,0,5.700000,1.200000,-1.200000,0,0.014000,0.016000,-0.010000,0,1117,,,0,92.350,0.180,-0.160,0,,6211.00,66.00,-66.00,0,1.41,0.03,-0.03,0,1.25,0.06,-0.06,0,4.23,0.01,-0.01,0,2.900,0.700,-0.700,0,288.6887221,41.1511076,303.7280000,2.7080000,-2.6610000,10.9220000,0.0080000,-0.0080000,9.8060000,0.0170000,-0.0170000
Kepler-65 e,Kepler-65,e,1,4,0,0,Radial Velocity,2019,W. M. Keck Observatory,0,258.80000000,1.50000000,-1.30000000,0,,,,,13.900,,,0,260.00000,200.00000,-50.00000,0,0.532000,,,0,0.283000,0.064000,-0.071000,0,,,,,127.000,27.000,-25.000,0,,6220.00,44.35,-43.86,0,1.44,0.03,-0.03,0,1.25,0.02,-0.02,0,4.23,0.01,-0.01,0,3.310,0.300,-0.300,0,288.6887221,41.1511076,303.7280000,2.7080000,-2.6610000,10.9220000,0.0080000,-0.0080000,9.8060000,0.0170000,-0.0170000
Kepler-650 b,Kepler-650,b,1,1,0,0,Transit,2016,Kepler,0,3.03214559,0.00000331,-0.00000331,0,0.042100,,,0,2.960,0.510,-0.450,0,9.06000,,,0,1.920000,,,0,0.000000,,,0,1507,,,0,76.770,,,0,,5849.00,64.94,-77.61,0,1.35,0.23,-0.21,0,1.08,0.08,-0.05,0,4.21,0.13,-0.12,0,6.460,1.000,-1.860,0,289.0009451,45.1542968,884.3780000,,,13.8250000,0.0800000,-0.0800000,12.1440000,0.0220000,-0.0220000
Kepler-651 b,Kepler-651,b,1,1,0,0,Transit,2016,Kepler,0,21.38521506,0.00003880,-0.00003880,0,0.140900,,,0,2.370,0.220,-0.140,0,6.21000,,,0,2.560000,,,0,0.000000,,,0,574,,,0,89.160,,,0,,5522.00,64.16,-54.30,0,0.87,0.04,-0.03,0,0.92,0.03,-0.04,0,4.53,0.03,-0.04,0,3.550,2.900,-1.870,0,287.3327284,46.2034366,509.4080000,3.5355000,-3.5355000,14.2330000,0.1370000,-0.1370000,12.2700000,0.0180000,-0.0180000
Kepler-652 b,Kepler-652,b,1,1,0,0,Transit,2016,Kepler,0,4.18200253,0.00000172,-0.00000172,0,0.050300,,,0,2.490,0.060,-0.050,0,6.76000,,,0,2.410000,,,0,0.000000,,,0,974,,,0,89.940,,,0,,5490.00,43.22,-40.88,0,0.88,0.02,-0.01,0,0.97,0.02,-0.02,0,4.54,0.01,-0.01,0,1.480,0.724,-0.367,0,288.0080899,46.4736108,394.5500000,2.1540000,-2.1310000,13.6180000,0.0800000,-0.0800000,11.7370000,0.0140000,-0.0140000
Kepler-653 b,Kepler-653,b,1,2,0,0,Transit,2016,Kepler,0,14.70748976,0.00003759,-0.00003759,0,0.119700,,,0,1.950,0.290,-0.260,0,4.46000,,,0,3.310000,,,0,0.000000,,,0,819,,,0,89.800,,,0,,5665.00,54.97,-60.88,0,1.19,0.17,-0.16,0,1.02,0.05,-0.04,0,4.29,0.12,-0.11,0,7.760,1.900,-2.880,0,282.2130447,46.7177898,595.6340000,4.5660000,-4.4970000,13.4980000,0.1140000,-0.1140000,11.7930000,0.0110000,-0.0110000
Kepler-653 c,Kepler-653,c,1,2,0,0,Transit,2016,Kepler,0,0.90037648,0.00000363,-0.00000363,0,0.018600,,,0,0.780,0.130,-0.120,0,0.39900,,,0,4.620000,,,0,0.000000,,,0,2078,,,0,89.040,,,0,,5665.00,54.97,-60.88,0,1.19,0.17,-0.16,0,1.02,0.05,-0.04,0,4.29,0.12,-0.11,0,7.760,1.900,-2.880,0,282.2130447,46.7177898,595.6340000,4.5660000,-4.4970000,13.4980000,0.1140000,-0.1140000,11.7930000,0.0110000,-0.0110000
Kepler-654 b,Kepler-654,b,1,1,0,0,Transit,2016,Kepler,0,13.72465129,0.00005006,-0.00005006,0,0.111600,,,0,2.070,0.370,-0.260,0,4.94000,,,0,3.060000,,,0,0.000000,,,0,831,,,0,85.870,,,0,,5865.00,93.80,-89.45,0,1.11,0.17,-0.11,0,1.04,0.05,-0.04,0,4.36,0.09,-0.11,0,5.370,1.940,-2.690,0,297.0683931,46.8342497,974.1240000,15.8210000,-15.3310000,13.7620000,0.1260000,-0.1260000,12.1580000,0.0240000,-0.0240000
Kepler-655 b,Kepler-655,b,1,1,0,0,Transit,2016,Kepler,0,46.40633580,0.00016510,-0.00016510,0,0.255900,,,0,2.710,0.410,-0.270,0,7.80000,,,0,2.150000,,,0,0.000000,,,0,588,,,0,89.980,,,0,,6170.00,72.99,-62.57,0,1.24,0.18,-0.12,0,1.15,0.06,-0.05,0,4.31,0.08,-0.10,0,3.390,0.947,-1.370,0,297.2590664,46.8431650,752.5620000,9.1025000,-9.1025000,13.5680000,0.0690000,-0.0690000,12.2140000,0.0200000,-0.0200000
Kepler-656 b,Kepler-656,b,1,1,0,0,Transit,2016,Kepler,0,1.26025909,0.00000066,-0.00000066,0,0.023200,,,0,3.120,0.210,-0.340,0,9.91000,,,0,1.790000,,,0,0.000000,,,0,1569,,,0,77.170,,,0,,5281.00,63.29,-58.78,0,0.82,0.05,-0.05,0,0.86,0.04,-0.04,0,4.56,0.03,-0.07,0,4.370,6.030,-2.650,0,288.3278778,47.3815380,890.3520000,20.8560000,-20.8560000,15.5490000,0.1830000,-0.1830000,13.5030000,0.0330000,-0.0330000
Kepler-657 b,Kepler-657,b,1,1,0,0,Transit,2016,Kepler,0,24.54350418,0.00006435,-0.00006435,0,0.165400,,,0,3.520,0.690,-0.320,0,12.20000,,,0,1.540000,,,0,0.000000,,,0,616,,,0,89.910,,,0,,5808.00,88.65,-121.47,0,1.01,0.20,-0.09,0,1.01,0.06,-0.06,0,4.44,0.07,-0.15,0,4.170,2.940,-2.430,0,291.1973006,47.3077545,1691.8800000,79.0500000,-72.4100000,15.4040000,0.1500000,-0.1500000,13.7610000,,
Kepler-658 b,Kepler-658,b,1,1,0,0,Transit,2016,Kepler,0,1.28707676,0.00000119,-0.00000119,0,0.018800,,,0,1.630,0.060,-0.060,0,3.29000,,,0,4.170000,,,0,0.000000,,,0,871,,,0,89.980,,,0,,4103.00,39.35,-37.36,0,0.60,0.02,-0.02,0,0.63,0.02,-0.03,0,4.68,0.01,-0.01,0,3.090,4.200,-1.500,0,282.9836210,47.5783897,388.3840000,5.0920000,-4.9650000,16.4400000,0.2000000,-0.2000000,12.6270000,0.0270000,-0.0270000
Kepler-659 b,Kepler-659,b,1,1,0,0,Transit,2016,Kepler,0,17.67179600,0.00005558,-0.00005558,0,0.120400,,,0,2.500,0.330,-0.230,0,6.80000,,,0,2.390000,,,0,0.000000,,,0,513,,,0,87.810,,,0,,4870.00,49.22,-56.10,0,0.74,0.03,-0.04,0,0.79,0.03,-0.04,0,4.60,0.02,-0.04,0,3.240,6.010,-1.700,0,287.6081777,47.5096893,722.6400000,15.1320000,-14.5350000,15.7580000,0.1030000,-0.1030000,13.3530000,0.0260000,-0.0260000
